"speech_act","speaker","target_child_age_months","utterance_count","total_utterance_count","utteranceType_relFreq","utteranceType_ppc"
"question","parent",44,5671,18013,0.314828179648032,31.4828179648032
"question","parent",45,7059,22399,0.315147997678468,31.5147997678468
"question","parent",46,5842,20004,0.292041591681664,29.2041591681664
"question","parent",47,4328,14537,0.297723051523698,29.7723051523698
"question","parent",48,5880,21013,0.27982677390187,27.982677390187
"question","parent",49,4375,15261,0.286678461437652,28.6678461437652
"question","parent",50,5074,17673,0.287104622871046,28.7104622871046
"question","parent",51,4064,13888,0.292626728110599,29.2626728110599
"question","parent",52,4070,12474,0.326278659611993,32.6278659611993
"question","parent",53,3802,12028,0.31609577652145,31.609577652145
"question","parent",54,3688,13093,0.28167723210876,28.167723210876
"question","parent",55,2950,10637,0.277333834727837,27.7333834727837
"question","parent",56,3248,11073,0.293326108552334,29.3326108552334
"question","parent",57,16762,61039,0.274611314077885,27.4611314077885
"question","parent",58,3258,11781,0.276546982429335,27.6546982429335
"question","parent",59,3648,12577,0.290053271845432,29.0053271845432
"question","parent",60,1539,5105,0.301469147894221,30.1469147894221
"question","parent",61,963,3013,0.319615001659476,31.9615001659476
"question","parent",62,1182,3676,0.321545157780196,32.1545157780196
"question","parent",63,1123,3323,0.337947637676798,33.7947637676798
"question","parent",64,1084,4068,0.266470009832842,26.6470009832842
"question","parent",65,756,2622,0.288329519450801,28.8329519450801
"question","parent",66,1442,4960,0.290725806451613,29.0725806451613
"question","parent",67,1702,6157,0.276433327919441,27.6433327919441
"question","parent",68,907,3418,0.265359859566998,26.5359859566998
"question","parent",69,1274,5292,0.240740740740741,24.0740740740741
"question","parent",70,887,3307,0.268218929543393,26.8218929543393
"question","parent",71,711,2405,0.295634095634096,29.5634095634096
