"speaker","word","target_child_age_months","speech_act","count","total","rel_freq","ppt"
"child","other",65,"other",353,377,0.936339522546419,936.339522546419
"child","other",65,"question",1207,1222,0.98772504091653,987.72504091653
"child","other",66,"declarative",9305,9623,0.966954172295542,966.954172295542
"child","other",66,"imperative",964,975,0.988717948717949,988.717948717949
"child","other",66,"other",630,655,0.961832061068702,961.832061068702
"child","other",66,"question",1904,1937,0.982963345379453,982.963345379453
"child","other",67,"declarative",11860,12271,0.966506397196642,966.506397196642
"child","other",67,"imperative",1456,1474,0.987788331071913,987.788331071913
"child","other",67,"other",600,639,0.938967136150235,938.967136150235
"child","other",67,"question",2169,2192,0.989507299270073,989.507299270073
"child","other",68,"declarative",11076,11729,0.944326029499531,944.326029499531
"child","other",68,"imperative",968,989,0.978766430738119,978.766430738119
"child","other",68,"other",591,647,0.913446676970634,913.446676970634
"child","other",68,"question",1421,1454,0.977303988995873,977.303988995873
"child","other",69,"declarative",12989,13527,0.960227692762623,960.227692762623
"child","other",69,"imperative",1204,1227,0.981255093724531,981.255093724531
"child","other",69,"other",509,544,0.935661764705882,935.661764705882
"child","other",69,"question",2123,2145,0.98974358974359,989.74358974359
"child","other",70,"declarative",8316,8613,0.96551724137931,965.51724137931
"child","other",70,"imperative",733,749,0.978638184245661,978.638184245661
"child","other",70,"other",518,574,0.902439024390244,902.439024390244
"child","other",70,"question",1123,1135,0.98942731277533,989.42731277533
"child","other",71,"declarative",7393,7873,0.939032135145434,939.032135145434
"child","other",71,"imperative",454,459,0.989106753812636,989.106753812636
"child","other",71,"other",318,337,0.943620178041543,943.620178041543
"child","other",71,"question",876,886,0.988713318284424,988.713318284424
"parent","and",12,"declarative",285,18306,0.0155686660111439,15.5686660111439
"parent","and",12,"imperative",15,809,0.0185414091470952,18.5414091470952
"parent","and",12,"other",19,757,0.0250990752972259,25.0990752972259
"parent","and",12,"question",57,10155,0.00561299852289513,5.61299852289513
"parent","and",13,"declarative",264,14881,0.0177407432296217,17.7407432296217
"parent","and",13,"imperative",25,2014,0.0124131082423039,12.4131082423039
"parent","and",13,"other",18,945,0.019047619047619,19.0476190476191
"parent","and",13,"question",30,8478,0.00353857041755131,3.53857041755131
"parent","and",14,"declarative",672,48392,0.0138865928252604,13.8865928252604
"parent","and",14,"imperative",53,6139,0.00863332790356736,8.63332790356736
"parent","and",14,"other",42,2691,0.0156075808249721,15.6075808249721
"parent","and",14,"question",135,26902,0.00501821425916289,5.01821425916289
"parent","and",15,"declarative",559,28892,0.0193479163782362,19.3479163782362
"parent","and",15,"imperative",3,467,0.00642398286937901,6.42398286937901
"parent","and",15,"other",66,3810,0.0173228346456693,17.3228346456693
"parent","and",15,"question",90,10675,0.00843091334894614,8.43091334894614
"parent","and",16,"declarative",784,44374,0.0176680037860008,17.6680037860008
"parent","and",16,"imperative",19,1110,0.0171171171171171,17.1171171171171
"parent","and",16,"other",87,3452,0.0252027809965238,25.2027809965238
"parent","and",16,"question",146,18781,0.00777381396091795,7.77381396091795
"parent","and",17,"declarative",831,51021,0.0162874110660316,16.2874110660316
"parent","and",17,"imperative",40,2784,0.014367816091954,14.367816091954
"parent","and",17,"other",119,5877,0.0202484260677216,20.2484260677216
"parent","and",17,"question",172,22380,0.00768543342269884,7.68543342269884
"parent","and",18,"declarative",1219,69466,0.0175481530532923,17.5481530532923
"parent","and",18,"imperative",28,1928,0.0145228215767635,14.5228215767635
"parent","and",18,"other",119,3078,0.0386614684860299,38.6614684860299
"parent","and",18,"question",298,32498,0.00916979506431165,9.16979506431165
"parent","and",19,"declarative",1366,85765,0.0159272430478633,15.9272430478633
"parent","and",19,"imperative",43,4043,0.0106356665842196,10.6356665842196
"parent","and",19,"other",126,5197,0.0242447565903406,24.2447565903406
"parent","and",19,"question",337,42085,0.00800760365926102,8.00760365926102
"parent","and",20,"declarative",1385,86154,0.0160758641502426,16.0758641502426
"parent","and",20,"imperative",38,5358,0.00709219858156028,7.09219858156028
"parent","and",20,"other",162,4550,0.0356043956043956,35.6043956043956
"parent","and",20,"question",445,47106,0.00944677960344754,9.44677960344754
"parent","and",21,"declarative",1349,81118,0.0166300944303361,16.6300944303361
"parent","and",21,"imperative",33,2805,0.0117647058823529,11.7647058823529
"parent","and",21,"other",247,7226,0.0341821201217825,34.1821201217825
"parent","and",21,"question",404,44467,0.00908538916499876,9.08538916499876
"parent","and",22,"declarative",1402,86091,0.0162850936799433,16.2850936799433
"parent","and",22,"imperative",53,2533,0.0209238057639163,20.9238057639163
"parent","and",22,"other",217,6508,0.0333435771358328,33.3435771358328
"parent","and",22,"question",386,41170,0.00937575904785038,9.37575904785038
"parent","and",23,"declarative",2255,134285,0.0167926425140559,16.7926425140559
"parent","and",23,"imperative",43,2204,0.0195099818511797,19.5099818511797
"parent","and",23,"other",231,5920,0.0390202702702703,39.0202702702703
"parent","and",23,"question",757,81431,0.00929621397256573,9.29621397256573
"parent","and",24,"declarative",4906,270916,0.0181089341345657,18.1089341345657
"parent","and",24,"imperative",35,3193,0.0109614782336361,10.9614782336361
"parent","and",24,"other",773,15637,0.0494340346613801,49.4340346613801
"parent","and",24,"question",2261,192552,0.0117422826041797,11.7422826041796
"parent","and",25,"declarative",4866,245075,0.0198551463837601,19.8551463837601
"parent","and",25,"imperative",35,2829,0.0123718628490633,12.3718628490633
"parent","and",25,"other",380,11118,0.0341788091383342,34.1788091383342
"parent","and",25,"question",2108,175818,0.0119896711371987,11.9896711371987
"parent","and",26,"declarative",5009,243830,0.0205430012713776,20.5430012713776
"parent","and",26,"imperative",45,2770,0.0162454873646209,16.2454873646209
"parent","and",26,"other",338,8757,0.0385976932739523,38.5976932739523
"parent","and",26,"question",1987,165624,0.0119970535671159,11.9970535671159
"parent","and",27,"declarative",4251,216351,0.0196486265374322,19.6486265374322
"parent","and",27,"imperative",38,2585,0.0147001934235977,14.7001934235977
"parent","and",27,"other",318,8395,0.0378796902918404,37.8796902918404
"parent","and",27,"question",2222,164035,0.0135458895967324,13.5458895967324
"parent","and",28,"declarative",5134,251492,0.0204141682439203,20.4141682439203
"parent","and",28,"imperative",36,3064,0.0117493472584856,11.7493472584856
"parent","and",28,"other",520,12234,0.042504495667811,42.504495667811
"parent","and",28,"question",2404,179171,0.0134173499059558,13.4173499059558
"parent","and",29,"declarative",4634,251301,0.0184400380420293,18.4400380420293
"parent","and",29,"imperative",77,3700,0.0208108108108108,20.8108108108108
"parent","and",29,"other",458,13612,0.033646782250955,33.646782250955
"parent","and",29,"question",2242,177350,0.0126416690160699,12.6416690160699
"parent","and",30,"declarative",5096,271819,0.0187477696555428,18.7477696555428
"parent","and",30,"imperative",55,4100,0.0134146341463415,13.4146341463415
"parent","and",30,"other",518,13761,0.0376426131821815,37.6426131821815
"parent","and",30,"question",2261,180280,0.0125416019525183,12.5416019525183
"parent","and",31,"declarative",5289,268880,0.0196704849747099,19.6704849747099
"parent","and",31,"imperative",31,2840,0.0109154929577465,10.9154929577465
"parent","and",31,"other",638,16119,0.0395806191451083,39.5806191451083
"parent","and",31,"question",2307,168798,0.0136672235453027,13.6672235453027
"parent","and",32,"declarative",4520,227965,0.0198276051148203,19.8276051148203
"parent","and",32,"imperative",34,2866,0.0118632240055827,11.8632240055827
"parent","and",32,"other",453,10874,0.0416590031267243,41.6590031267243
"parent","and",32,"question",1892,143991,0.0131397101207714,13.1397101207714
"parent","and",33,"declarative",5069,252107,0.0201065420634889,20.1065420634889
"parent","and",33,"imperative",68,3651,0.0186250342371953,18.6250342371953
"parent","and",33,"other",473,12827,0.0368753410774148,36.8753410774148
"parent","and",33,"question",2181,163077,0.0133740502952593,13.3740502952593
"parent","and",34,"declarative",4470,231053,0.019346210609687,19.346210609687
"parent","and",34,"imperative",29,2768,0.0104768786127168,10.4768786127168
"parent","and",34,"other",430,11704,0.0367395762132604,36.7395762132604
"parent","and",34,"question",2024,148773,0.0136046191177163,13.6046191177163
"parent","and",35,"declarative",4230,196303,0.0215483207082928,21.5483207082928
"parent","and",35,"imperative",34,2253,0.0150909897913893,15.0909897913893
"parent","and",35,"other",426,9146,0.0465777389022523,46.5777389022523
"parent","and",35,"question",1725,121820,0.0141602364143819,14.1602364143819
"parent","and",36,"declarative",6599,314342,0.020993058515884,20.993058515884
"parent","and",36,"imperative",31,2564,0.0120904836193448,12.0904836193448
"parent","and",36,"other",727,16857,0.0431274841312215,43.1274841312215
"parent","and",36,"question",2998,205660,0.0145774579402898,14.5774579402898
"parent","and",37,"declarative",3195,142390,0.0224383734812838,22.4383734812838
"parent","and",37,"imperative",11,916,0.0120087336244541,12.0087336244541
"parent","and",37,"other",305,7560,0.0403439153439153,40.3439153439153
"parent","and",37,"question",1269,85957,0.014763195551264,14.763195551264
"parent","and",38,"declarative",1859,91738,0.0202642307440755,20.2642307440755
"parent","and",38,"imperative",19,893,0.0212765957446809,21.2765957446809
"parent","and",38,"other",176,4661,0.0377601373095902,37.7601373095902
"parent","and",38,"question",643,51511,0.0124827706703423,12.4827706703423
"parent","and",39,"declarative",1871,94897,0.0197161132596394,19.7161132596394
"parent","and",39,"imperative",9,932,0.00965665236051502,9.65665236051502
"parent","and",39,"other",253,5730,0.0441535776614311,44.1535776614311
"parent","and",39,"question",801,56162,0.0142623125957053,14.2623125957053
"parent","and",40,"declarative",1256,69252,0.0181366603130595,18.1366603130596
"parent","and",40,"imperative",5,787,0.00635324015247776,6.35324015247776
"parent","and",40,"other",140,3927,0.035650623885918,35.650623885918
"parent","and",40,"question",476,35619,0.0133636542294843,13.3636542294843
"parent","and",41,"declarative",918,48075,0.0190951638065523,19.0951638065523
"parent","and",41,"imperative",3,451,0.00665188470066519,6.65188470066519
"parent","and",41,"other",195,6421,0.0303691013860769,30.3691013860769
"parent","and",41,"question",345,24550,0.0140529531568228,14.0529531568228
"parent","and",42,"declarative",1175,49802,0.0235934299827316,23.5934299827316
"parent","and",42,"imperative",18,952,0.0189075630252101,18.9075630252101
"parent","and",42,"other",105,2382,0.044080604534005,44.080604534005
"parent","and",42,"question",390,27464,0.0142004078065832,14.2004078065832
"parent","and",43,"declarative",1065,50947,0.0209040767856792,20.9040767856792
"parent","and",43,"imperative",12,1502,0.00798934753661784,7.98934753661784
"parent","and",43,"other",184,5974,0.0308001339136257,30.8001339136257
"parent","and",43,"question",367,28436,0.0129061752707835,12.9061752707835
"parent","and",44,"declarative",1184,56952,0.0207894367186403,20.7894367186403
"parent","and",44,"imperative",35,1683,0.0207961972667855,20.7961972667855
"parent","and",44,"other",172,3609,0.0476586311997783,47.6586311997783
"parent","and",44,"question",470,30978,0.0151720575892569,15.1720575892569
"parent","and",45,"declarative",1610,71059,0.0226572285002603,22.6572285002603
"parent","and",45,"imperative",47,3434,0.0136866627839255,13.6866627839255
"parent","and",45,"other",217,4639,0.0467773226988575,46.7773226988575
"parent","and",45,"question",613,38323,0.0159956162095869,15.9956162095869
"parent","and",46,"declarative",1561,64281,0.0242840030491125,24.2840030491125
"parent","and",46,"imperative",34,1841,0.0184682237914177,18.4682237914177
"parent","and",46,"other",212,4401,0.0481708702567598,48.1708702567598
"parent","and",46,"question",484,31660,0.0152874289324068,15.2874289324068
"parent","and",47,"declarative",1326,51120,0.0259389671361502,25.9389671361502
"parent","and",47,"imperative",15,990,0.0151515151515152,15.1515151515152
"parent","and",47,"other",204,3609,0.056525353283458,56.525353283458
"parent","and",47,"question",362,23711,0.0152671755725191,15.2671755725191
"parent","and",48,"declarative",1658,70712,0.023447222536486,23.447222536486
"parent","and",48,"imperative",30,2619,0.011454753722795,11.454753722795
"parent","and",48,"other",243,4372,0.0555809698078683,55.5809698078683
"parent","and",48,"question",488,30285,0.0161135875846128,16.1135875846128
"parent","and",49,"declarative",1148,49330,0.0232718426920738,23.2718426920738
"parent","and",49,"imperative",12,597,0.0201005025125628,20.1005025125628
"parent","and",49,"other",170,3186,0.0533584431889517,53.3584431889517
"parent","and",49,"question",315,24139,0.0130494220970214,13.0494220970214
"parent","and",50,"declarative",994,51048,0.0194718696129133,19.4718696129133
"parent","and",50,"imperative",15,839,0.0178784266984505,17.8784266984505
"parent","and",50,"other",148,4122,0.0359049005337215,35.9049005337215
"parent","and",50,"question",319,25663,0.0124303471924561,12.4303471924561
"parent","and",51,"declarative",1130,49685,0.0227432826808896,22.7432826808896
"parent","and",51,"imperative",11,862,0.0127610208816705,12.7610208816705
"parent","and",51,"other",106,2711,0.0390999631132423,39.0999631132423
"parent","and",51,"question",329,24505,0.0134258314629667,13.4258314629667
"parent","and",52,"declarative",743,36670,0.0202617943823289,20.2617943823289
"parent","and",52,"imperative",3,707,0.00424328147100424,4.24328147100424
"parent","and",52,"other",155,2545,0.0609037328094303,60.9037328094303
"parent","and",52,"question",308,22265,0.0138333707612845,13.8333707612845
"parent","and",53,"declarative",967,40318,0.0239843246192767,23.9843246192767
"parent","and",53,"imperative",14,1032,0.0135658914728682,13.5658914728682
"parent","and",53,"other",130,2986,0.043536503683858,43.536503683858
"parent","and",53,"question",372,22077,0.016850115504824,16.850115504824
"parent","and",54,"declarative",977,44196,0.0221060729477781,22.1060729477781
"parent","and",54,"imperative",25,1375,0.0181818181818182,18.1818181818182
"parent","and",54,"other",101,2099,0.0481181515007146,48.1181515007146
"parent","and",54,"question",306,19595,0.0156162286297525,15.6162286297525
"parent","and",55,"declarative",888,37906,0.0234263704954361,23.4263704954361
"parent","and",55,"imperative",15,958,0.0156576200417537,15.6576200417537
"parent","and",55,"other",77,1777,0.0433314575126618,43.3314575126618
"parent","and",55,"question",253,16725,0.0151270553064275,15.1270553064275
"parent","and",56,"declarative",722,36106,0.0199966764526671,19.9966764526671
"parent","and",56,"imperative",14,902,0.0155210643015521,15.5210643015521
"parent","and",56,"other",77,2098,0.0367016205910391,36.7016205910391
"parent","and",56,"question",289,19425,0.0148777348777349,14.8777348777349
"parent","and",57,"declarative",4226,213524,0.0197916861804762,19.7916861804762
"parent","and",57,"imperative",83,5447,0.0152377455480081,15.2377455480081
"parent","and",57,"other",556,16744,0.0332059245102723,33.2059245102723
"parent","and",57,"question",1045,84219,0.0124081264322778,12.4081264322778
"parent","and",58,"declarative",843,34841,0.0241956315834792,24.1956315834792
"parent","and",58,"imperative",14,555,0.0252252252252252,25.2252252252252
"parent","and",58,"other",79,2033,0.0388588293162814,38.8588293162814
"parent","and",58,"question",265,16759,0.0158123993078346,15.8123993078346
"parent","and",59,"declarative",1119,47351,0.0236320246668497,23.6320246668497
"parent","and",59,"imperative",19,926,0.0205183585313175,20.5183585313175
"parent","and",59,"other",92,2404,0.0382695507487521,38.2695507487521
"parent","and",59,"question",304,21173,0.0143579086572522,14.3579086572522
"parent","and",60,"declarative",340,16893,0.0201266796898123,20.1266796898123
"parent","and",60,"imperative",8,528,0.0151515151515152,15.1515151515152
"parent","and",60,"other",56,1190,0.0470588235294118,47.0588235294118
"parent","and",60,"question",112,8185,0.0136835675015272,13.6835675015272
"parent","and",61,"declarative",197,9240,0.0213203463203463,21.3203463203463
"parent","and",61,"imperative",5,418,0.0119617224880383,11.9617224880383
"parent","and",61,"other",35,583,0.0600343053173242,60.0343053173242
"parent","and",61,"question",72,4620,0.0155844155844156,15.5844155844156
"parent","and",62,"declarative",187,10631,0.0175900667858151,17.5900667858151
"parent","and",62,"imperative",5,190,0.0263157894736842,26.3157894736842
"parent","and",62,"other",25,651,0.0384024577572965,38.4024577572965
"parent","and",62,"question",65,5138,0.0126508369015181,12.6508369015181
"parent","and",63,"declarative",229,11135,0.0205657835653345,20.5657835653345
"parent","and",63,"imperative",7,397,0.017632241813602,17.632241813602
"parent","and",63,"other",11,309,0.0355987055016181,35.5987055016181
"parent","and",63,"question",118,7025,0.016797153024911,16.797153024911
"parent","and",64,"declarative",288,13973,0.020611178701782,20.611178701782
"parent","and",64,"imperative",10,549,0.0182149362477231,18.2149362477231
"parent","and",64,"other",18,477,0.0377358490566038,37.7358490566038
"parent","and",64,"question",53,4875,0.0108717948717949,10.8717948717949
"parent","and",65,"declarative",171,9049,0.0188971157033926,18.8971157033926
"parent","and",65,"imperative",6,366,0.0163934426229508,16.3934426229508
"parent","and",65,"other",18,346,0.0520231213872832,52.0231213872832
"parent","and",65,"question",64,3998,0.016008004002001,16.008004002001
"parent","and",66,"declarative",238,15741,0.0151197509688076,15.1197509688076
"parent","and",66,"imperative",18,1144,0.0157342657342657,15.7342657342657
"parent","and",66,"other",34,855,0.039766081871345,39.766081871345
"parent","and",66,"question",71,7226,0.00982562967063382,9.82562967063382
"parent","and",67,"declarative",405,20826,0.0194468452895419,19.4468452895419
"parent","and",67,"imperative",23,1042,0.0220729366602687,22.0729366602687
"parent","and",67,"other",32,922,0.03470715835141,34.70715835141
"parent","and",67,"question",87,7750,0.0112258064516129,11.2258064516129
"parent","and",68,"declarative",258,11446,0.0225406255460423,22.5406255460423
"parent","and",68,"imperative",18,790,0.0227848101265823,22.7848101265823
"parent","and",68,"other",18,368,0.0489130434782609,48.9130434782609
"parent","and",68,"question",43,4082,0.0105340519353258,10.5340519353258
"parent","and",69,"declarative",343,18371,0.0186707310434925,18.6707310434925
"parent","and",69,"imperative",15,844,0.0177725118483412,17.7725118483412
"parent","and",69,"other",33,799,0.0413016270337922,41.3016270337922
"parent","and",69,"question",68,6690,0.0101644245142003,10.1644245142003
"parent","and",70,"declarative",205,10428,0.0196586114307633,19.6586114307633
"parent","and",70,"imperative",14,595,0.0235294117647059,23.5294117647059
"parent","and",70,"other",18,560,0.0321428571428571,32.1428571428571
"parent","and",70,"question",42,4399,0.00954762446010457,9.54762446010457
"parent","and",71,"declarative",160,7737,0.020679850071087,20.679850071087
"parent","and",71,"imperative",6,355,0.0169014084507042,16.9014084507042
"parent","and",71,"other",17,539,0.0315398886827458,31.5398886827458
"parent","and",71,"question",36,4002,0.00899550224887556,8.99550224887556
"parent","or",12,"declarative",12,18306,0.000655522779416585,0.655522779416585
"parent","or",12,"other",3,757,0.00396301188903567,3.96301188903567
"parent","or",12,"question",21,10155,0.00206794682422452,2.06794682422452
"parent","or",13,"declarative",9,14881,0.000604798064646193,0.604798064646193
"parent","or",13,"question",9,8478,0.00106157112526539,1.06157112526539
"parent","or",14,"declarative",27,48392,0.000557943461729211,0.557943461729211
"parent","or",14,"other",6,2691,0.00222965440356745,2.22965440356745
"parent","or",14,"question",35,26902,0.00130101851163482,1.30101851163482
"parent","or",15,"declarative",19,28892,0.000657621486916794,0.657621486916794
"parent","or",15,"other",5,3810,0.00131233595800525,1.31233595800525
"parent","or",15,"question",26,10675,0.00243559718969555,2.43559718969555
"parent","or",16,"declarative",31,44374,0.000698607292558706,0.698607292558706
"parent","or",16,"other",13,3452,0.00376593279258401,3.76593279258401
"parent","or",16,"question",30,18781,0.00159735903306533,1.59735903306533
"parent","or",17,"declarative",28,51021,0.000548793633993846,0.548793633993846
"parent","or",17,"other",12,5877,0.00204185809086269,2.04185809086269
"parent","or",17,"question",42,22380,0.00187667560321716,1.87667560321716
"parent","or",18,"declarative",59,69466,0.000849336365991996,0.849336365991996
"parent","or",18,"other",2,3078,0.000649772579597141,0.649772579597141
"parent","or",18,"question",42,32498,0.00129238722382916,1.29238722382916
"parent","or",19,"declarative",91,85765,0.00106103888532618,1.06103888532618
"parent","or",19,"other",5,5197,0.000962093515489706,0.962093515489706
"parent","or",19,"question",56,42085,0.00133064037067839,1.33064037067839
"parent","or",20,"declarative",69,86154,0.000800891426979595,0.800891426979595
"parent","or",20,"imperative",3,5358,0.000559910414333707,0.559910414333707
"parent","or",20,"other",9,4550,0.00197802197802198,1.97802197802198
"parent","or",20,"question",55,47106,0.0011675795015497,1.1675795015497
"parent","or",21,"declarative",76,81118,0.000936906728469637,0.936906728469637
"parent","or",21,"imperative",1,2805,0.00035650623885918,0.35650623885918
"parent","or",21,"other",13,7226,0.00179905895377802,1.79905895377802
"parent","or",21,"question",71,44467,0.00159668967998741,1.59668967998741
"parent","or",22,"declarative",68,86091,0.000789861890325353,0.789861890325353
"parent","or",22,"other",18,6508,0.00276582667486171,2.76582667486171
"parent","or",22,"question",89,41170,0.00216176827787224,2.16176827787224
"parent","or",23,"declarative",101,134285,0.000752131660274789,0.752131660274789
"parent","or",23,"imperative",2,2204,0.000907441016333938,0.907441016333938
"parent","or",23,"other",13,5920,0.00219594594594595,2.19594594594595
"parent","or",23,"question",140,81431,0.00171924696982722,1.71924696982722
"parent","or",24,"declarative",199,270916,0.000734545025026207,0.734545025026207
"parent","or",24,"other",23,15637,0.00147087037155465,1.47087037155465
"parent","or",24,"question",293,192552,0.00152166687440276,1.52166687440276
"parent","or",25,"declarative",227,245075,0.000926247067224319,0.926247067224319
"parent","or",25,"imperative",1,2829,0.000353481795687522,0.353481795687522
"parent","or",25,"other",28,11118,0.00251843856808779,2.51843856808779
"parent","or",25,"question",332,175818,0.00188831632711099,1.88831632711099
"parent","or",26,"declarative",234,243830,0.000959685026452856,0.959685026452856
"parent","or",26,"imperative",1,2770,0.00036101083032491,0.36101083032491
"parent","or",26,"other",25,8757,0.00285485896996688,2.85485896996688
"parent","or",26,"question",321,165624,0.00193812490943342,1.93812490943342
"parent","or",27,"declarative",235,216351,0.00108619789138946,1.08619789138946
"parent","or",27,"imperative",2,2585,0.000773694390715667,0.773694390715667
"parent","or",27,"other",25,8395,0.00297796307325789,2.97796307325789
"parent","or",27,"question",344,164035,0.00209711342091627,2.09711342091627
"parent","or",28,"declarative",274,251492,0.00108949787667202,1.08949787667202
"parent","or",28,"imperative",3,3064,0.00097911227154047,0.97911227154047
"parent","or",28,"other",31,12234,0.0025339218571195,2.5339218571195
"parent","or",28,"question",342,179171,0.00190879104319337,1.90879104319337
"parent","or",29,"declarative",293,251301,0.0011659324873359,1.1659324873359
"parent","or",29,"imperative",1,3700,0.00027027027027027,0.27027027027027
"parent","or",29,"other",54,13612,0.00396708786364972,3.96708786364972
"parent","or",29,"question",468,177350,0.00263884973216803,2.63884973216803
"parent","or",30,"declarative",267,271819,0.000982271290822201,0.982271290822201
"parent","or",30,"imperative",1,4100,0.00024390243902439,0.24390243902439
"parent","or",30,"other",32,13761,0.00232541239735484,2.32541239735484
"parent","or",30,"question",388,180280,0.00215220767694697,2.15220767694697
"parent","or",31,"declarative",345,268880,0.00128310026777745,1.28310026777745
"parent","or",31,"imperative",2,2840,0.000704225352112676,0.704225352112676
"parent","or",31,"other",53,16119,0.00328804516409207,3.28804516409207
"parent","or",31,"question",443,168798,0.00262443867818339,2.62443867818339
"parent","or",32,"declarative",248,227965,0.00108788629833527,1.08788629833527
"parent","or",32,"imperative",1,2866,0.000348918353105373,0.348918353105373
"parent","or",32,"other",28,10874,0.00257494942063638,2.57494942063638
"parent","or",32,"question",352,143991,0.00244459723177143,2.44459723177143
"parent","or",33,"declarative",305,252107,0.00120980377379446,1.20980377379446
"parent","or",33,"imperative",2,3651,0.000547795124623391,0.547795124623391
"parent","or",33,"other",36,12827,0.00280657987058548,2.80657987058548
"parent","or",33,"question",365,163077,0.00223820649141203,2.23820649141203
"parent","or",34,"declarative",347,231053,0.00150181992876093,1.50181992876093
"parent","or",34,"other",38,11704,0.00324675324675325,3.24675324675325
"parent","or",34,"question",374,148773,0.00251389701088235,2.51389701088235
"parent","or",35,"declarative",253,196303,0.0012888239099759,1.2888239099759
"parent","or",35,"other",19,9146,0.00207741089000656,2.07741089000656
"parent","or",35,"question",310,121820,0.00254473813823674,2.54473813823674
"parent","or",36,"declarative",359,314342,0.00114206819324176,1.14206819324176
"parent","or",36,"other",44,16857,0.00261019161179332,2.61019161179332
"parent","or",36,"question",468,205660,0.002275600505689,2.275600505689
"parent","or",37,"declarative",198,142390,0.00139054708898097,1.39054708898097
"parent","or",37,"imperative",1,916,0.00109170305676856,1.09170305676856
"parent","or",37,"other",16,7560,0.00211640211640212,2.11640211640212
"parent","or",37,"question",261,85957,0.00303640192189118,3.03640192189118
"parent","or",38,"declarative",152,91738,0.00165689245459897,1.65689245459897
"parent","or",38,"other",13,4661,0.00278910105127655,2.78910105127655
"parent","or",38,"question",153,51511,0.00297023936634894,2.97023936634894
"parent","or",39,"declarative",118,94897,0.00124345342845401,1.24345342845401
"parent","or",39,"imperative",1,932,0.00107296137339056,1.07296137339056
"parent","or",39,"other",10,5730,0.00174520069808028,1.74520069808028
"parent","or",39,"question",169,56162,0.00300915209572309,3.00915209572309
"parent","or",40,"declarative",100,69252,0.00144400161728181,1.44400161728181
"parent","or",40,"other",9,3927,0.00229182582123759,2.29182582123759
"parent","or",40,"question",90,35619,0.00252674134591089,2.52674134591089
"parent","or",41,"declarative",97,48075,0.00201768070722829,2.01768070722829
"parent","or",41,"other",20,6421,0.00311477962934122,3.11477962934122
"parent","or",41,"question",86,24550,0.0035030549898167,3.5030549898167
"parent","or",42,"declarative",79,49802,0.00158628167543472,1.58628167543472
"parent","or",42,"other",7,2382,0.00293870696893367,2.93870696893367
"parent","or",42,"question",102,27464,0.00371395281095252,3.71395281095252
"parent","or",43,"declarative",108,50947,0.00211985004023789,2.11985004023789
"parent","or",43,"other",17,5974,0.00284566454636759,2.84566454636759
"parent","or",43,"question",94,28436,0.00330566887044591,3.30566887044591
"parent","or",44,"declarative",79,56952,0.00138713302430117,1.38713302430117
"parent","or",44,"other",8,3609,0.00221668052091992,2.21668052091992
"parent","or",44,"question",66,30978,0.0021305442572148,2.1305442572148
"parent","or",45,"declarative",85,71059,0.00119618908231188,1.19618908231188
"parent","or",45,"imperative",1,3434,0.00029120559114735,0.29120559114735
"parent","or",45,"other",12,4639,0.00258676438887691,2.58676438887691
"parent","or",45,"question",124,38323,0.00323565482869295,3.23565482869295
"parent","or",46,"declarative",100,64281,0.00155566963799568,1.55566963799568
"parent","or",46,"imperative",2,1841,0.00108636610537751,1.08636610537751
"parent","or",46,"other",13,4401,0.00295387411951829,2.95387411951829
"parent","or",46,"question",81,31660,0.0025584333543904,2.5584333543904
"parent","or",47,"declarative",87,51120,0.0017018779342723,1.7018779342723
"parent","or",47,"imperative",2,990,0.00202020202020202,2.02020202020202
"parent","or",47,"other",18,3609,0.00498753117206983,4.98753117206983
"parent","or",47,"question",98,23711,0.00413310277930075,4.13310277930075
"parent","or",48,"declarative",120,70712,0.00169702455028849,1.69702455028849
"parent","or",48,"imperative",1,2619,0.000381825124093165,0.381825124093165
"parent","or",48,"other",18,4372,0.00411710887465691,4.11710887465691
"parent","or",48,"question",112,30285,0.00369820042925541,3.69820042925541
"parent","or",49,"declarative",88,49330,0.00178390431785931,1.78390431785931
"parent","or",49,"imperative",1,597,0.0016750418760469,1.6750418760469
"parent","or",49,"other",8,3186,0.00251098556183302,2.51098556183302
"parent","or",49,"question",98,24139,0.00405982020796222,4.05982020796222
"parent","or",50,"declarative",82,51048,0.0016063312960351,1.6063312960351
"parent","or",50,"other",23,4122,0.00557981562348375,5.57981562348375
"parent","or",50,"question",92,25663,0.00358492771694658,3.58492771694658
"parent","or",51,"declarative",101,49685,0.00203280668209721,2.03280668209721
"parent","or",51,"other",8,2711,0.00295094061232018,2.95094061232018
"parent","or",51,"question",84,24505,0.00342787186288513,3.42787186288513
"parent","or",52,"declarative",68,36670,0.00185437687482956,1.85437687482956
"parent","or",52,"imperative",1,707,0.00141442715700141,1.41442715700141
"parent","or",52,"other",11,2545,0.00432220039292731,4.32220039292731
"parent","or",52,"question",75,22265,0.00336851560745565,3.36851560745565
"parent","or",53,"declarative",52,40318,0.00128974651520413,1.28974651520413
"parent","or",53,"other",13,2986,0.0043536503683858,4.3536503683858
"parent","or",53,"question",65,22077,0.00294424061240205,2.94424061240205
"parent","or",54,"declarative",79,44196,0.00178749208073129,1.78749208073129
"parent","or",54,"imperative",2,1375,0.00145454545454545,1.45454545454545
"parent","or",54,"other",13,2099,0.00619342544068604,6.19342544068604
